card_id,expected_card_number,candidate_uk_qr_url,candidate_au_qr_url,observed_qr_payload,printed_year,edition_sku,box_article_or_ean,photo_qr,photo_year,observer,observed_at,second_checker,notes
30,00030,https://hitstergame.com/uk/aaaa0005/00030,https://hitstergame.com/au/aaah0001/00030,,,,,,,,,,
31,00031,https://hitstergame.com/uk/aaaa0005/00031,https://hitstergame.com/au/aaah0001/00031,,,,,,,,,,
32,00032,https://hitstergame.com/uk/aaaa0005/00032,https://hitstergame.com/au/aaah0001/00032,,,,,,,,,,
33,00033,https://hitstergame.com/uk/aaaa0005/00033,https://hitstergame.com/au/aaah0001/00033,,,,,,,,,,
34,00034,https://hitstergame.com/uk/aaaa0005/00034,https://hitstergame.com/au/aaah0001/00034,,,,,,,,,,
35,00035,https://hitstergame.com/uk/aaaa0005/00035,https://hitstergame.com/au/aaah0001/00035,,,,,,,,,,
36,00036,https://hitstergame.com/uk/aaaa0005/00036,https://hitstergame.com/au/aaah0001/00036,,,,,,,,,,
37,00037,https://hitstergame.com/uk/aaaa0005/00037,https://hitstergame.com/au/aaah0001/00037,,,,,,,,,,
38,00038,https://hitstergame.com/uk/aaaa0005/00038,https://hitstergame.com/au/aaah0001/00038,,,,,,,,,,
39,00039,https://hitstergame.com/uk/aaaa0005/00039,https://hitstergame.com/au/aaah0001/00039,,,,,,,,,,
40,00040,https://hitstergame.com/uk/aaaa0005/00040,https://hitstergame.com/au/aaah0001/00040,,,,,,,,,,
41,00041,https://hitstergame.com/uk/aaaa0005/00041,https://hitstergame.com/au/aaah0001/00041,,,,,,,,,,
42,00042,https://hitstergame.com/uk/aaaa0005/00042,https://hitstergame.com/au/aaah0001/00042,,,,,,,,,,
43,00043,https://hitstergame.com/uk/aaaa0005/00043,https://hitstergame.com/au/aaah0001/00043,,,,,,,,,,
44,00044,https://hitstergame.com/uk/aaaa0005/00044,https://hitstergame.com/au/aaah0001/00044,,,,,,,,,,
45,00045,https://hitstergame.com/uk/aaaa0005/00045,https://hitstergame.com/au/aaah0001/00045,,,,,,,,,,
46,00046,https://hitstergame.com/uk/aaaa0005/00046,https://hitstergame.com/au/aaah0001/00046,,,,,,,,,,
47,00047,https://hitstergame.com/uk/aaaa0005/00047,https://hitstergame.com/au/aaah0001/00047,,,,,,,,,,
48,00048,https://hitstergame.com/uk/aaaa0005/00048,https://hitstergame.com/au/aaah0001/00048,,,,,,,,,,
49,00049,https://hitstergame.com/uk/aaaa0005/00049,https://hitstergame.com/au/aaah0001/00049,,,,,,,,,,
50,00050,https://hitstergame.com/uk/aaaa0005/00050,https://hitstergame.com/au/aaah0001/00050,,,,,,,,,,
51,00051,https://hitstergame.com/uk/aaaa0005/00051,https://hitstergame.com/au/aaah0001/00051,,,,,,,,,,
52,00052,https://hitstergame.com/uk/aaaa0005/00052,https://hitstergame.com/au/aaah0001/00052,,,,,,,,,,
53,00053,https://hitstergame.com/uk/aaaa0005/00053,https://hitstergame.com/au/aaah0001/00053,,,,,,,,,,
54,00054,https://hitstergame.com/uk/aaaa0005/00054,https://hitstergame.com/au/aaah0001/00054,,,,,,,,,,
55,00055,https://hitstergame.com/uk/aaaa0005/00055,https://hitstergame.com/au/aaah0001/00055,,,,,,,,,,
56,00056,https://hitstergame.com/uk/aaaa0005/00056,https://hitstergame.com/au/aaah0001/00056,,,,,,,,,,
57,00057,https://hitstergame.com/uk/aaaa0005/00057,https://hitstergame.com/au/aaah0001/00057,,,,,,,,,,
58,00058,https://hitstergame.com/uk/aaaa0005/00058,https://hitstergame.com/au/aaah0001/00058,,,,,,,,,,
59,00059,https://hitstergame.com/uk/aaaa0005/00059,https://hitstergame.com/au/aaah0001/00059,,,,,,,,,,
60,00060,https://hitstergame.com/uk/aaaa0005/00060,https://hitstergame.com/au/aaah0001/00060,,,,,,,,,,
61,00061,https://hitstergame.com/uk/aaaa0005/00061,https://hitstergame.com/au/aaah0001/00061,,,,,,,,,,
62,00062,https://hitstergame.com/uk/aaaa0005/00062,https://hitstergame.com/au/aaah0001/00062,,,,,,,,,,
63,00063,https://hitstergame.com/uk/aaaa0005/00063,https://hitstergame.com/au/aaah0001/00063,,,,,,,,,,
64,00064,https://hitstergame.com/uk/aaaa0005/00064,https://hitstergame.com/au/aaah0001/00064,,,,,,,,,,
65,00065,https://hitstergame.com/uk/aaaa0005/00065,https://hitstergame.com/au/aaah0001/00065,,,,,,,,,,
66,00066,https://hitstergame.com/uk/aaaa0005/00066,https://hitstergame.com/au/aaah0001/00066,,,,,,,,,,
67,00067,https://hitstergame.com/uk/aaaa0005/00067,https://hitstergame.com/au/aaah0001/00067,,,,,,,,,,
68,00068,https://hitstergame.com/uk/aaaa0005/00068,https://hitstergame.com/au/aaah0001/00068,,,,,,,,,,
69,00069,https://hitstergame.com/uk/aaaa0005/00069,https://hitstergame.com/au/aaah0001/00069,,,,,,,,,,
70,00070,https://hitstergame.com/uk/aaaa0005/00070,https://hitstergame.com/au/aaah0001/00070,,,,,,,,,,
71,00071,https://hitstergame.com/uk/aaaa0005/00071,https://hitstergame.com/au/aaah0001/00071,,,,,,,,,,
72,00072,https://hitstergame.com/uk/aaaa0005/00072,https://hitstergame.com/au/aaah0001/00072,,,,,,,,,,
73,00073,https://hitstergame.com/uk/aaaa0005/00073,https://hitstergame.com/au/aaah0001/00073,,,,,,,,,,
74,00074,https://hitstergame.com/uk/aaaa0005/00074,https://hitstergame.com/au/aaah0001/00074,,,,,,,,,,
75,00075,https://hitstergame.com/uk/aaaa0005/00075,https://hitstergame.com/au/aaah0001/00075,,,,,,,,,,
76,00076,https://hitstergame.com/uk/aaaa0005/00076,https://hitstergame.com/au/aaah0001/00076,,,,,,,,,,
77,00077,https://hitstergame.com/uk/aaaa0005/00077,https://hitstergame.com/au/aaah0001/00077,,,,,,,,,,
78,00078,https://hitstergame.com/uk/aaaa0005/00078,https://hitstergame.com/au/aaah0001/00078,,,,,,,,,,
79,00079,https://hitstergame.com/uk/aaaa0005/00079,https://hitstergame.com/au/aaah0001/00079,,,,,,,,,,
80,00080,https://hitstergame.com/uk/aaaa0005/00080,https://hitstergame.com/au/aaah0001/00080,,,,,,,,,,
81,00081,https://hitstergame.com/uk/aaaa0005/00081,https://hitstergame.com/au/aaah0001/00081,,,,,,,,,,
82,00082,https://hitstergame.com/uk/aaaa0005/00082,https://hitstergame.com/au/aaah0001/00082,,,,,,,,,,
83,00083,https://hitstergame.com/uk/aaaa0005/00083,https://hitstergame.com/au/aaah0001/00083,,,,,,,,,,
84,00084,https://hitstergame.com/uk/aaaa0005/00084,https://hitstergame.com/au/aaah0001/00084,,,,,,,,,,
85,00085,https://hitstergame.com/uk/aaaa0005/00085,https://hitstergame.com/au/aaah0001/00085,,,,,,,,,,
86,00086,https://hitstergame.com/uk/aaaa0005/00086,https://hitstergame.com/au/aaah0001/00086,,,,,,,,,,
87,00087,https://hitstergame.com/uk/aaaa0005/00087,https://hitstergame.com/au/aaah0001/00087,,,,,,,,,,
88,00088,https://hitstergame.com/uk/aaaa0005/00088,https://hitstergame.com/au/aaah0001/00088,,,,,,,,,,
89,00089,https://hitstergame.com/uk/aaaa0005/00089,https://hitstergame.com/au/aaah0001/00089,,,,,,,,,,
90,00090,https://hitstergame.com/uk/aaaa0005/00090,https://hitstergame.com/au/aaah0001/00090,,,,,,,,,,
91,00091,https://hitstergame.com/uk/aaaa0005/00091,https://hitstergame.com/au/aaah0001/00091,,,,,,,,,,
92,00092,https://hitstergame.com/uk/aaaa0005/00092,https://hitstergame.com/au/aaah0001/00092,,,,,,,,,,
93,00093,https://hitstergame.com/uk/aaaa0005/00093,https://hitstergame.com/au/aaah0001/00093,,,,,,,,,,
94,00094,https://hitstergame.com/uk/aaaa0005/00094,https://hitstergame.com/au/aaah0001/00094,,,,,,,,,,
95,00095,https://hitstergame.com/uk/aaaa0005/00095,https://hitstergame.com/au/aaah0001/00095,,,,,,,,,,
96,00096,https://hitstergame.com/uk/aaaa0005/00096,https://hitstergame.com/au/aaah0001/00096,,,,,,,,,,
97,00097,https://hitstergame.com/uk/aaaa0005/00097,https://hitstergame.com/au/aaah0001/00097,,,,,,,,,,
98,00098,https://hitstergame.com/uk/aaaa0005/00098,https://hitstergame.com/au/aaah0001/00098,,,,,,,,,,
99,00099,https://hitstergame.com/uk/aaaa0005/00099,https://hitstergame.com/au/aaah0001/00099,,,,,,,,,,
100,00100,https://hitstergame.com/uk/aaaa0005/00100,https://hitstergame.com/au/aaah0001/00100,,,,,,,,,,
101,00101,https://hitstergame.com/uk/aaaa0005/00101,https://hitstergame.com/au/aaah0001/00101,,,,,,,,,,
102,00102,https://hitstergame.com/uk/aaaa0005/00102,https://hitstergame.com/au/aaah0001/00102,,,,,,,,,,
103,00103,https://hitstergame.com/uk/aaaa0005/00103,https://hitstergame.com/au/aaah0001/00103,,,,,,,,,,
104,00104,https://hitstergame.com/uk/aaaa0005/00104,https://hitstergame.com/au/aaah0001/00104,,,,,,,,,,
105,00105,https://hitstergame.com/uk/aaaa0005/00105,https://hitstergame.com/au/aaah0001/00105,,,,,,,,,,
106,00106,https://hitstergame.com/uk/aaaa0005/00106,https://hitstergame.com/au/aaah0001/00106,,,,,,,,,,
107,00107,https://hitstergame.com/uk/aaaa0005/00107,https://hitstergame.com/au/aaah0001/00107,,,,,,,,,,
108,00108,https://hitstergame.com/uk/aaaa0005/00108,https://hitstergame.com/au/aaah0001/00108,,,,,,,,,,
109,00109,https://hitstergame.com/uk/aaaa0005/00109,https://hitstergame.com/au/aaah0001/00109,,,,,,,,,,
110,00110,https://hitstergame.com/uk/aaaa0005/00110,https://hitstergame.com/au/aaah0001/00110,,,,,,,,,,
111,00111,https://hitstergame.com/uk/aaaa0005/00111,https://hitstergame.com/au/aaah0001/00111,,,,,,,,,,
112,00112,https://hitstergame.com/uk/aaaa0005/00112,https://hitstergame.com/au/aaah0001/00112,,,,,,,,,,
113,00113,https://hitstergame.com/uk/aaaa0005/00113,https://hitstergame.com/au/aaah0001/00113,,,,,,,,,,
114,00114,https://hitstergame.com/uk/aaaa0005/00114,https://hitstergame.com/au/aaah0001/00114,,,,,,,,,,
115,00115,https://hitstergame.com/uk/aaaa0005/00115,https://hitstergame.com/au/aaah0001/00115,,,,,,,,,,
116,00116,https://hitstergame.com/uk/aaaa0005/00116,https://hitstergame.com/au/aaah0001/00116,,,,,,,,,,
117,00117,https://hitstergame.com/uk/aaaa0005/00117,https://hitstergame.com/au/aaah0001/00117,,,,,,,,,,
118,00118,https://hitstergame.com/uk/aaaa0005/00118,https://hitstergame.com/au/aaah0001/00118,,,,,,,,,,
119,00119,https://hitstergame.com/uk/aaaa0005/00119,https://hitstergame.com/au/aaah0001/00119,,,,,,,,,,
120,00120,https://hitstergame.com/uk/aaaa0005/00120,https://hitstergame.com/au/aaah0001/00120,,,,,,,,,,
121,00121,https://hitstergame.com/uk/aaaa0005/00121,https://hitstergame.com/au/aaah0001/00121,,,,,,,,,,
122,00122,https://hitstergame.com/uk/aaaa0005/00122,https://hitstergame.com/au/aaah0001/00122,,,,,,,,,,
123,00123,https://hitstergame.com/uk/aaaa0005/00123,https://hitstergame.com/au/aaah0001/00123,,,,,,,,,,
124,00124,https://hitstergame.com/uk/aaaa0005/00124,https://hitstergame.com/au/aaah0001/00124,,,,,,,,,,
125,00125,https://hitstergame.com/uk/aaaa0005/00125,https://hitstergame.com/au/aaah0001/00125,,,,,,,,,,
126,00126,https://hitstergame.com/uk/aaaa0005/00126,https://hitstergame.com/au/aaah0001/00126,,,,,,,,,,
127,00127,https://hitstergame.com/uk/aaaa0005/00127,https://hitstergame.com/au/aaah0001/00127,,,,,,,,,,
128,00128,https://hitstergame.com/uk/aaaa0005/00128,https://hitstergame.com/au/aaah0001/00128,,,,,,,,,,
129,00129,https://hitstergame.com/uk/aaaa0005/00129,https://hitstergame.com/au/aaah0001/00129,,,,,,,,,,
130,00130,https://hitstergame.com/uk/aaaa0005/00130,https://hitstergame.com/au/aaah0001/00130,,,,,,,,,,
131,00131,https://hitstergame.com/uk/aaaa0005/00131,https://hitstergame.com/au/aaah0001/00131,,,,,,,,,,
132,00132,https://hitstergame.com/uk/aaaa0005/00132,https://hitstergame.com/au/aaah0001/00132,,,,,,,,,,
133,00133,https://hitstergame.com/uk/aaaa0005/00133,https://hitstergame.com/au/aaah0001/00133,,,,,,,,,,
134,00134,https://hitstergame.com/uk/aaaa0005/00134,https://hitstergame.com/au/aaah0001/00134,,,,,,,,,,
135,00135,https://hitstergame.com/uk/aaaa0005/00135,https://hitstergame.com/au/aaah0001/00135,,,,,,,,,,
136,00136,https://hitstergame.com/uk/aaaa0005/00136,https://hitstergame.com/au/aaah0001/00136,,,,,,,,,,
137,00137,https://hitstergame.com/uk/aaaa0005/00137,https://hitstergame.com/au/aaah0001/00137,,,,,,,,,,
138,00138,https://hitstergame.com/uk/aaaa0005/00138,https://hitstergame.com/au/aaah0001/00138,,,,,,,,,,
139,00139,https://hitstergame.com/uk/aaaa0005/00139,https://hitstergame.com/au/aaah0001/00139,,,,,,,,,,
140,00140,https://hitstergame.com/uk/aaaa0005/00140,https://hitstergame.com/au/aaah0001/00140,,,,,,,,,,
141,00141,https://hitstergame.com/uk/aaaa0005/00141,https://hitstergame.com/au/aaah0001/00141,,,,,,,,,,
142,00142,https://hitstergame.com/uk/aaaa0005/00142,https://hitstergame.com/au/aaah0001/00142,,,,,,,,,,
143,00143,https://hitstergame.com/uk/aaaa0005/00143,https://hitstergame.com/au/aaah0001/00143,,,,,,,,,,
144,00144,https://hitstergame.com/uk/aaaa0005/00144,https://hitstergame.com/au/aaah0001/00144,,,,,,,,,,
145,00145,https://hitstergame.com/uk/aaaa0005/00145,https://hitstergame.com/au/aaah0001/00145,,,,,,,,,,
146,00146,https://hitstergame.com/uk/aaaa0005/00146,https://hitstergame.com/au/aaah0001/00146,,,,,,,,,,
147,00147,https://hitstergame.com/uk/aaaa0005/00147,https://hitstergame.com/au/aaah0001/00147,,,,,,,,,,
148,00148,https://hitstergame.com/uk/aaaa0005/00148,https://hitstergame.com/au/aaah0001/00148,,,,,,,,,,
149,00149,https://hitstergame.com/uk/aaaa0005/00149,https://hitstergame.com/au/aaah0001/00149,,,,,,,,,,
150,00150,https://hitstergame.com/uk/aaaa0005/00150,https://hitstergame.com/au/aaah0001/00150,,,,,,,,,,
151,00151,https://hitstergame.com/uk/aaaa0005/00151,https://hitstergame.com/au/aaah0001/00151,,,,,,,,,,
152,00152,https://hitstergame.com/uk/aaaa0005/00152,https://hitstergame.com/au/aaah0001/00152,,,,,,,,,,
153,00153,https://hitstergame.com/uk/aaaa0005/00153,https://hitstergame.com/au/aaah0001/00153,,,,,,,,,,
154,00154,https://hitstergame.com/uk/aaaa0005/00154,https://hitstergame.com/au/aaah0001/00154,,,,,,,,,,
155,00155,https://hitstergame.com/uk/aaaa0005/00155,https://hitstergame.com/au/aaah0001/00155,,,,,,,,,,
156,00156,https://hitstergame.com/uk/aaaa0005/00156,https://hitstergame.com/au/aaah0001/00156,,,,,,,,,,
157,00157,https://hitstergame.com/uk/aaaa0005/00157,https://hitstergame.com/au/aaah0001/00157,,,,,,,,,,
158,00158,https://hitstergame.com/uk/aaaa0005/00158,https://hitstergame.com/au/aaah0001/00158,,,,,,,,,,
159,00159,https://hitstergame.com/uk/aaaa0005/00159,https://hitstergame.com/au/aaah0001/00159,,,,,,,,,,
160,00160,https://hitstergame.com/uk/aaaa0005/00160,https://hitstergame.com/au/aaah0001/00160,,,,,,,,,,
161,00161,https://hitstergame.com/uk/aaaa0005/00161,https://hitstergame.com/au/aaah0001/00161,,,,,,,,,,
162,00162,https://hitstergame.com/uk/aaaa0005/00162,https://hitstergame.com/au/aaah0001/00162,,,,,,,,,,
163,00163,https://hitstergame.com/uk/aaaa0005/00163,https://hitstergame.com/au/aaah0001/00163,,,,,,,,,,
164,00164,https://hitstergame.com/uk/aaaa0005/00164,https://hitstergame.com/au/aaah0001/00164,,,,,,,,,,
165,00165,https://hitstergame.com/uk/aaaa0005/00165,https://hitstergame.com/au/aaah0001/00165,,,,,,,,,,
166,00166,https://hitstergame.com/uk/aaaa0005/00166,https://hitstergame.com/au/aaah0001/00166,,,,,,,,,,
167,00167,https://hitstergame.com/uk/aaaa0005/00167,https://hitstergame.com/au/aaah0001/00167,,,,,,,,,,
168,00168,https://hitstergame.com/uk/aaaa0005/00168,https://hitstergame.com/au/aaah0001/00168,,,,,,,,,,
169,00169,https://hitstergame.com/uk/aaaa0005/00169,https://hitstergame.com/au/aaah0001/00169,,,,,,,,,,
170,00170,https://hitstergame.com/uk/aaaa0005/00170,https://hitstergame.com/au/aaah0001/00170,,,,,,,,,,
171,00171,https://hitstergame.com/uk/aaaa0005/00171,https://hitstergame.com/au/aaah0001/00171,,,,,,,,,,
172,00172,https://hitstergame.com/uk/aaaa0005/00172,https://hitstergame.com/au/aaah0001/00172,,,,,,,,,,
173,00173,https://hitstergame.com/uk/aaaa0005/00173,https://hitstergame.com/au/aaah0001/00173,,,,,,,,,,
174,00174,https://hitstergame.com/uk/aaaa0005/00174,https://hitstergame.com/au/aaah0001/00174,,,,,,,,,,
175,00175,https://hitstergame.com/uk/aaaa0005/00175,https://hitstergame.com/au/aaah0001/00175,,,,,,,,,,
176,00176,https://hitstergame.com/uk/aaaa0005/00176,https://hitstergame.com/au/aaah0001/00176,,,,,,,,,,
177,00177,https://hitstergame.com/uk/aaaa0005/00177,https://hitstergame.com/au/aaah0001/00177,,,,,,,,,,
178,00178,https://hitstergame.com/uk/aaaa0005/00178,https://hitstergame.com/au/aaah0001/00178,,,,,,,,,,
179,00179,https://hitstergame.com/uk/aaaa0005/00179,https://hitstergame.com/au/aaah0001/00179,,,,,,,,,,
180,00180,https://hitstergame.com/uk/aaaa0005/00180,https://hitstergame.com/au/aaah0001/00180,,,,,,,,,,
181,00181,https://hitstergame.com/uk/aaaa0005/00181,https://hitstergame.com/au/aaah0001/00181,,,,,,,,,,
182,00182,https://hitstergame.com/uk/aaaa0005/00182,https://hitstergame.com/au/aaah0001/00182,,,,,,,,,,
183,00183,https://hitstergame.com/uk/aaaa0005/00183,https://hitstergame.com/au/aaah0001/00183,,,,,,,,,,
184,00184,https://hitstergame.com/uk/aaaa0005/00184,https://hitstergame.com/au/aaah0001/00184,,,,,,,,,,
185,00185,https://hitstergame.com/uk/aaaa0005/00185,https://hitstergame.com/au/aaah0001/00185,,,,,,,,,,
186,00186,https://hitstergame.com/uk/aaaa0005/00186,https://hitstergame.com/au/aaah0001/00186,,,,,,,,,,
187,00187,https://hitstergame.com/uk/aaaa0005/00187,https://hitstergame.com/au/aaah0001/00187,,,,,,,,,,
188,00188,https://hitstergame.com/uk/aaaa0005/00188,https://hitstergame.com/au/aaah0001/00188,,,,,,,,,,
189,00189,https://hitstergame.com/uk/aaaa0005/00189,https://hitstergame.com/au/aaah0001/00189,,,,,,,,,,
190,00190,https://hitstergame.com/uk/aaaa0005/00190,https://hitstergame.com/au/aaah0001/00190,,,,,,,,,,
191,00191,https://hitstergame.com/uk/aaaa0005/00191,https://hitstergame.com/au/aaah0001/00191,,,,,,,,,,
192,00192,https://hitstergame.com/uk/aaaa0005/00192,https://hitstergame.com/au/aaah0001/00192,,,,,,,,,,
193,00193,https://hitstergame.com/uk/aaaa0005/00193,https://hitstergame.com/au/aaah0001/00193,,,,,,,,,,
194,00194,https://hitstergame.com/uk/aaaa0005/00194,https://hitstergame.com/au/aaah0001/00194,,,,,,,,,,
195,00195,https://hitstergame.com/uk/aaaa0005/00195,https://hitstergame.com/au/aaah0001/00195,,,,,,,,,,
196,00196,https://hitstergame.com/uk/aaaa0005/00196,https://hitstergame.com/au/aaah0001/00196,,,,,,,,,,
197,00197,https://hitstergame.com/uk/aaaa0005/00197,https://hitstergame.com/au/aaah0001/00197,,,,,,,,,,
198,00198,https://hitstergame.com/uk/aaaa0005/00198,https://hitstergame.com/au/aaah0001/00198,,,,,,,,,,
199,00199,https://hitstergame.com/uk/aaaa0005/00199,https://hitstergame.com/au/aaah0001/00199,,,,,,,,,,
200,00200,https://hitstergame.com/uk/aaaa0005/00200,https://hitstergame.com/au/aaah0001/00200,,,,,,,,,,
201,00201,https://hitstergame.com/uk/aaaa0005/00201,https://hitstergame.com/au/aaah0001/00201,,,,,,,,,,
202,00202,https://hitstergame.com/uk/aaaa0005/00202,https://hitstergame.com/au/aaah0001/00202,,,,,,,,,,
203,00203,https://hitstergame.com/uk/aaaa0005/00203,https://hitstergame.com/au/aaah0001/00203,,,,,,,,,,
204,00204,https://hitstergame.com/uk/aaaa0005/00204,https://hitstergame.com/au/aaah0001/00204,,,,,,,,,,
205,00205,https://hitstergame.com/uk/aaaa0005/00205,https://hitstergame.com/au/aaah0001/00205,,,,,,,,,,
206,00206,https://hitstergame.com/uk/aaaa0005/00206,https://hitstergame.com/au/aaah0001/00206,,,,,,,,,,
207,00207,https://hitstergame.com/uk/aaaa0005/00207,https://hitstergame.com/au/aaah0001/00207,,,,,,,,,,
208,00208,https://hitstergame.com/uk/aaaa0005/00208,https://hitstergame.com/au/aaah0001/00208,,,,,,,,,,
209,00209,https://hitstergame.com/uk/aaaa0005/00209,https://hitstergame.com/au/aaah0001/00209,,,,,,,,,,
210,00210,https://hitstergame.com/uk/aaaa0005/00210,https://hitstergame.com/au/aaah0001/00210,,,,,,,,,,
211,00211,https://hitstergame.com/uk/aaaa0005/00211,https://hitstergame.com/au/aaah0001/00211,,,,,,,,,,
212,00212,https://hitstergame.com/uk/aaaa0005/00212,https://hitstergame.com/au/aaah0001/00212,,,,,,,,,,
213,00213,https://hitstergame.com/uk/aaaa0005/00213,https://hitstergame.com/au/aaah0001/00213,,,,,,,,,,
214,00214,https://hitstergame.com/uk/aaaa0005/00214,https://hitstergame.com/au/aaah0001/00214,,,,,,,,,,
215,00215,https://hitstergame.com/uk/aaaa0005/00215,https://hitstergame.com/au/aaah0001/00215,,,,,,,,,,
216,00216,https://hitstergame.com/uk/aaaa0005/00216,https://hitstergame.com/au/aaah0001/00216,,,,,,,,,,
217,00217,https://hitstergame.com/uk/aaaa0005/00217,https://hitstergame.com/au/aaah0001/00217,,,,,,,,,,
218,00218,https://hitstergame.com/uk/aaaa0005/00218,https://hitstergame.com/au/aaah0001/00218,,,,,,,,,,
219,00219,https://hitstergame.com/uk/aaaa0005/00219,https://hitstergame.com/au/aaah0001/00219,,,,,,,,,,
220,00220,https://hitstergame.com/uk/aaaa0005/00220,https://hitstergame.com/au/aaah0001/00220,,,,,,,,,,
221,00221,https://hitstergame.com/uk/aaaa0005/00221,https://hitstergame.com/au/aaah0001/00221,,,,,,,,,,
222,00222,https://hitstergame.com/uk/aaaa0005/00222,https://hitstergame.com/au/aaah0001/00222,,,,,,,,,,
223,00223,https://hitstergame.com/uk/aaaa0005/00223,https://hitstergame.com/au/aaah0001/00223,,,,,,,,,,
224,00224,https://hitstergame.com/uk/aaaa0005/00224,https://hitstergame.com/au/aaah0001/00224,,,,,,,,,,
225,00225,https://hitstergame.com/uk/aaaa0005/00225,https://hitstergame.com/au/aaah0001/00225,,,,,,,,,,
226,00226,https://hitstergame.com/uk/aaaa0005/00226,https://hitstergame.com/au/aaah0001/00226,,,,,,,,,,
227,00227,https://hitstergame.com/uk/aaaa0005/00227,https://hitstergame.com/au/aaah0001/00227,,,,,,,,,,
228,00228,https://hitstergame.com/uk/aaaa0005/00228,https://hitstergame.com/au/aaah0001/00228,,,,,,,,,,
229,00229,https://hitstergame.com/uk/aaaa0005/00229,https://hitstergame.com/au/aaah0001/00229,,,,,,,,,,
230,00230,https://hitstergame.com/uk/aaaa0005/00230,https://hitstergame.com/au/aaah0001/00230,,,,,,,,,,
231,00231,https://hitstergame.com/uk/aaaa0005/00231,https://hitstergame.com/au/aaah0001/00231,,,,,,,,,,
232,00232,https://hitstergame.com/uk/aaaa0005/00232,https://hitstergame.com/au/aaah0001/00232,,,,,,,,,,
233,00233,https://hitstergame.com/uk/aaaa0005/00233,https://hitstergame.com/au/aaah0001/00233,,,,,,,,,,
234,00234,https://hitstergame.com/uk/aaaa0005/00234,https://hitstergame.com/au/aaah0001/00234,,,,,,,,,,
